id,is_iceberg
5941774d,8.477449970310802e-14
4023181e,1.5096985856268615e-17
b20200e4,4.699046141483582e-15
e7f018bb,2.7275187317044036e-13
4371c8c3,1.1346920859356592e-16
a8d9b1fd,4.649678211898767e-12
29e7727e,1.2853416849805832e-18
92a51ffb,2.165601004728776e-14
c769ac97,3.8845436533872606e-16
aee0547d,7.664349162923509e-14
565b28ac,5.5541996783065033e-14
e04e9775,4.891089235222789e-20
8e8161d1,1.4156444029175819e-13
4cf4d256,1.1954093266538685e-17
139e5324,5.207814702482688e-14
f156976f,5.061350664137934e-19
68a117cc,6.341851481378704e-17
d9aa7a56,3.076033566050739e-17
9005b143,2.055078536408435e-15
5f6d3988,8.350560337290225e-17
9ad70954,5.0262012783687185e-18
b9087b9e,2.498006464087812e-15
a39a1427,2.1807613645313668e-16
82fbe8ed,1.833557265495909e-16
1fae4879,5.1975442585906403e-14
6dd8f13d,1.151399533714745e-18
bbad5958,7.347277935408333e-18
54527583,1.2010823959925532e-16
be8fa29c,2.903433728563179e-17
81a3328f,3.2509878374943103e-15
1a3c0ab3,1.9222606236839107e-18
4deeeb8b,5.085957980416019e-16
ac6d5632,1.144267925753267e-16
472dadb5,7.632473267004366e-18
96093f95,1.2099400842197875e-15
f5b4e3df,2.9250925463129287e-15
e01a3c92,2.4552946159642772e-15
001680af,2.287718737682036e-18
8e639f33,3.17304674559999e-14
a2c16612,2.168705025123672e-18
a6d76474,7.543103681007402e-15
19c47684,1.5668056792796445e-16
015827b6,7.152261834192832e-18
7df7f7ce,1.146578787143332e-17
0bbf1a3f,1.5866299560145393e-16
636cfbb7,2.0915132086483254e-16
7370030a,9.440868293836453e-16
43aa97ad,6.368786467356901e-17
ba2b5e63,3.2513474029804198e-15
dfdd335b,2.003195333169386e-16
e79b13dc,5.348613897634513e-16
dc32b195,6.38717965545763e-17
6d868590,1.2106827203562927e-16
75fa59aa,2.7818616042728315e-16
ffe50836,1.9766200714959762e-16
a7bfd784,1.2593905889819877e-17
b3d569e3,2.164410584624705e-15
6c538c5b,1.4978985233165476e-17
5c7c15f4,7.820931149451303e-17
0b745139,2.403994912546768e-16
fd14608e,5.380450474681291e-18
f0bc8305,9.996705177371792e-19
a10ccb28,9.600124040447418e-15
543304c7,4.458168493512735e-18
6c3a4078,2.0790315270139553e-13
9b73cc75,8.511103521041457e-17
5c6c71b1,4.34639222399516e-13
09ee9186,5.915609282197069e-17
207c35cf,1.808412166014379e-15
153c813e,1.601020317869451e-17
5605d58b,2.85615459937871e-16
642ca396,1.585325566568624e-13
d32d72c0,3.7350576244945966e-17
16646a17,8.13769963415624e-16
384074af,4.83710208279287e-17
69bf1e8c,4.175015470849096e-17
9e90a054,1.1091666126193255e-19
89dbe7f7,8.956550372504736e-18
dbd27d22,2.591972911124415e-15
a2ea1561,3.255361804378139e-19
d63402af,2.295000863563677e-17
1ac8bb92,2.8540526341805394e-16
8beffca5,6.006638854247305e-16
46741f3e,6.4942967323691635e-18
e5ee6aa7,5.171382616960651e-20
5ecd892b,1.6607906286921893e-15
69892166,5.1003129389407133e-17
2f725a81,7.358375519149474e-13
810abfe4,4.552315047547193e-16
e6f973e6,5.017465837509852e-18
c60a5c46,5.628305219065455e-18
c42b9e08,2.797814411043182e-16
c3f00c23,9.845564754166797e-16
5307fdb8,1.4756324755878452e-17
3e4f005e,2.0845577393684318e-14
4a4cc2e0,1.0340721156890348e-15
9bdd88d1,1.521287029725496e-13
0d832bed,3.7926029253486856e-17
14a134fa,5.974229764322755e-14
78a41676,1.2703634706797486e-16
0bd4658e,3.8053434258410233e-16
4a311bb0,2.2499516478745286e-16
f939c817,1.1216932290206754e-19
956adc4d,1.023347768016377e-14
f8a119f5,6.460621382451518e-17
61faa1ad,1.045291464122112e-16
6725eb3e,3.3056460000779035e-17
17b3a8fd,5.710988187348706e-14
49a88dfc,4.3118048067346623e-16
2d6ec645,9.162898848112214e-18
0d4d77ba,8.994039852226864e-18
3ee672a2,3.1820573550379394e-15
738b41fd,9.008289692639315e-18
f7fb320d,1.764437457940937e-17
b42fad18,2.638800907384803e-13
4ab8b00a,2.2142488451882903e-17
f7870f2b,1.4741638991283185e-17
4978666a,6.027059627465524e-18
f1b0d6c7,8.71935136877148e-18
5642407f,5.826608184648918e-13
36d4ff92,2.433519205452827e-17
4139aba2,2.486878393380969e-18
7585ce58,8.73459878900267e-18
33e25984,2.548869310262775e-15
ac46f3c9,3.197725151765151e-18
fc34a5b8,1.9284981445289893e-16
85c36a8f,5.395953510265372e-16
b2d8a426,1.6437413377716177e-15
13ec60d1,6.067829043752547e-16
9d440f42,5.232925707564602e-18
1c0a891e,4.5048731788490105e-18
981c3bc3,2.16391235984513e-14
295604f4,1.208392355467831e-19
16ca16c3,6.189775847773157e-15
b4dda837,6.513907404600118e-15
88d088ef,4.374592232371909e-18
1b4fa160,1.844872997013961e-17
f371bd82,2.2396855556142473e-15
b130a0b7,2.1743902251653013e-12
ebf1de82,1.4204070854797224e-17
01e651c3,9.735625811858602e-21
51b1fecc,3.926497459962562e-16
fa635a31,2.2870555456259214e-18
97b7d789,2.787192684059062e-17
2f598053,2.3519643255748963e-16
c0e3e148,3.25118456089631e-16
cfa175a8,2.492813465974825e-19
3d7e09d8,2.479842213110858e-16
44a13d1b,2.305347073229368e-16
c66b0948,5.065483982261285e-19
976a6d64,2.326576895261113e-16
8bbd8909,2.0056181782707782e-17
522890fd,2.3588071048139376e-19
f23a3b95,2.121661609326556e-18
680039dc,9.715273517562875e-18
93028e53,2.1919225535647034e-14
22a16932,4.1951950382006944e-17
7d8126d2,1.8310329418769687e-17
ba2ecd75,1.6725197586106154e-16
8071bdd7,5.3737662763054335e-17
96d5aeee,1.2879052208383812e-12
154be68f,8.768320957342987e-17
d8c2bfe2,4.939811114220109e-17
f76d47b0,6.696771521168057e-17
0e781ade,3.9006368664565305e-14
13cf6060,7.232275623650017e-15
cd99f710,9.221563324335087e-18
d10005bb,7.046631277097768e-21
3a31445f,3.325327207654051e-16
3157202d,1.1216190906008106e-14
6ee64703,9.46877948528636e-17
e5de8685,3.900474556414991e-17
02cc70ba,1.4388824849935816e-19
50984a87,4.354070797890587e-15
fa94957a,1.4605174042546637e-17
eab406b4,1.266926965897905e-13
3ad39398,2.2147071892744284e-15
9ecf3802,1.30680937934108e-17
6048ae7b,1.7465116599735248e-16
9dc68871,2.8148037743827353e-16
13701465,3.0272452954695037e-18
8d8779f3,7.335264665640773e-14
0712f269,8.15904569160766e-18
722c2597,1.8891293236900303e-15
478a2b08,6.230363794075471e-20
38f5fb41,4.5150824438012094e-15
c52ad74d,3.3681206356383185e-16
0c85fd09,1.6030638933807982e-14
f1582cba,2.4972503177757982e-14
ff836697,9.3853143145018e-17
ddfe4802,4.462640955687233e-19
3cef3bc7,2.0550755717931198e-14
6a21542b,7.27149594902541e-17
150e23c4,7.069431421958009e-15
078c6d99,2.2348794906715264e-16
1dcd1dc3,5.6638081980767575e-15
39967e45,1.443176327854556e-18
6b6333aa,1.235092985668855e-17
4ae61433,5.108213030778478e-19
f96362e0,1.1042706869355753e-13
97a88aac,2.34649529687791e-18
427ae8ce,3.240151162664935e-17
209d4b15,7.834267001815792e-20
64b453bd,5.80300617802696e-17
0f5a484e,9.08861521669087e-17
5ac74969,4.388974061031621e-15
736ed43e,3.2164818857450975e-17
8533795f,1.9218235249046254e-15
f5b54fb6,4.261916408438045e-14
6eb4c041,4.531153740885586e-19
97afdf42,1.950626880276008e-17
1bb488db,1.5813654503709848e-14
f132e44d,5.973830642398009e-14
d3c2f140,2.0548479565039635e-18
1756794d,6.902700719602547e-20
9efcc11f,1.2676103859610675e-14
14c966cf,3.3166729793877254e-17
59cfe4d1,5.505021972416368e-17
883151f4,1.3683561035426678e-15
34c4c9ff,7.145007460220742e-18
70b4c2eb,5.217764883217379e-15
96a337d9,3.7817206095882416e-19
7fe89ffa,2.6556443314474063e-17
057c7a22,2.233311625909895e-12
451cc057,2.292665931217787e-16
05076700,1.4188982630438005e-14
dc52f6c1,1.5449805477687543e-18
b03a59f9,1.9895008949074275e-18
129ed4b0,8.273160220193026e-18
fb611563,1.559109998495057e-14
ac32e6f1,3.1082676364690727e-19
c05c5ab0,3.863125263127175e-19
3163d5ed,2.6627223091538698e-19
02096ca4,4.381694289306003e-16
e92496c0,5.778001500726218e-17
1a9e2c50,1.5016918081695932e-17
0864e334,2.7496287580818038e-17
d976faeb,2.6434237718727013e-18
1d7b342f,2.2503273387503714e-14
281bc1ea,1.2238709174659237e-15
bea9f0cf,2.25997923584007e-18
f4afa0e6,9.653146397121406e-16
e1b5ef69,3.076305079815003e-16
b50539fd,1.2829776176791576e-15
2a8c9c15,4.0332641762538436e-17
157ebb0c,1.8942744135698898e-15
247d3614,3.55889552853747e-13
0c6cc0cb,2.348006129342041e-20
aae88d39,6.07775478717312e-20
0c77b464,1.4188341257090342e-13
963cf5ea,1.0005636246445527e-17
1b371d8b,2.0955371776306e-17
225bc00f,1.2873463383353875e-14
bc0a4eec,1.2049137973282253e-17
1099782e,3.4873466110136697e-16
a18feadd,1.4489501449794356e-13
ad7f4932,1.8906865937635573e-15
5f8f831e,4.981616226808498e-16
b5167c35,2.5829584820972692e-17
0230b06d,4.745692855520988e-19
f8d7f7ba,1.402788866351282e-16
08bd1053,1.70680674455026e-11
58e4dc8c,1.5817333197578276e-18
4793ce8e,4.0117949516092135e-18
304caab4,4.614422383151899e-14
f2ee6d7f,1.894019602236554e-17
e1f9c0e4,1.3391793125206645e-15
8e40401c,3.852346501694026e-15
5d9eaba2,2.3480903078940654e-17
55e7562c,9.963293863505672e-16
9da6cb4b,2.4126191902574742e-14
c3c1c8ec,1.172026614214977e-13
3b38698e,1.1278305896673073e-16
6c9eb909,1.979486550103493e-17
482a3d1d,1.0382845495020733e-17
0e9918f0,1.0688915763350307e-18
ef894fd2,2.377702374589284e-15
4b82e7f7,3.594989093197963e-15
b9cdd7fb,4.292294143948489e-15
94a496f4,2.926272516148013e-17
995eacae,4.25432488623619e-17
41b02e58,4.4178442658313876e-17
69f04617,5.10920719847719e-19
c889a03c,1.096940489221025e-16
91f98acf,2.6736285813056242e-15
9135c19f,2.32616737468345e-17
1f0e9c09,5.1247482142245324e-14
260d6e8e,1.1787453596236815e-17
46334397,2.8580658889901245e-13
f34ddf31,2.980303689062181e-16
4d6177d7,7.214664538127179e-16
76a57270,1.6269098137278295e-16
217b8cea,1.6611136658824482e-15
9a45a566,1.596903936269142e-16
1b55c75e,2.1839719269167723e-11
7bd92ec6,1.228188371453021e-14
6c409f41,5.501927220911108e-20
df3e48eb,4.3049992824034655e-13
62723e57,9.928643929390316e-18
b8e627bf,1.8180741649645904e-16
86bb5d85,3.9623516367008976e-17
77e5034c,7.512255138115095e-17
607079e5,9.377784732370035e-20
96879fb4,8.353160631244574e-20
6afe606d,1.9107269697791205e-15
4129802f,5.032901954182378e-16
a42300ef,6.645308996345953e-19
1af842f5,4.362284052863638e-15
3fe57d78,6.726807441826592e-16
f4e60ed5,3.1132918322480463e-16
68c8337b,3.534447466232521e-17
914ed5b5,1.381467458882115e-16
a6bb5987,1.7149390734833405e-18
c781c439,2.186673455979855e-18
47a1a25e,9.696579732027544e-17
80ea0713,1.0210533847258587e-17
a9d001bc,1.615975724815564e-14
f94d098a,1.5787088744687315e-16
3e230e0e,1.5913578556980964e-16
24afa485,9.143795111865302e-19
bc37db7f,1.4985558010312822e-17
83f99e4d,1.3682236699413645e-14
1a8d86f7,2.0212790233721222e-17
38136419,1.3895864549700048e-15
d393e637,5.096190270767749e-17
36902570,9.819539455104172e-15
327f7b25,2.780555386823937e-17
3f8543c6,3.775482933646798e-17
a0d42a70,3.160992492672672e-16
e07ba430,2.355804801081888e-18
c6e53803,2.126856882599818e-17
fec4dad8,4.602705070666576e-18
933fc5ba,2.137467584656036e-13
c27eda4e,3.925331095594193e-15
9b94d2c2,3.3800744294654755e-18
a2dbdb31,9.075386282590431e-16
816258dd,1.138935938136314e-19
81f11218,5.1856118037071816e-18
c4bd9d04,1.0411646269588603e-16
c6ce9bf9,2.5603391951597824e-15
a7b3cc29,7.857117852795885e-16
527870bf,2.3015289186742178e-20
9af26068,1.1693376234206236e-14
0b591e70,8.990953641361429e-18
2b1e57c5,5.092703846657506e-20
194db786,1.0682933717237415e-16
e09ba644,9.093158754359501e-17
fa2ed3e5,5.215471038586876e-17
1ba92726,5.996470681113308e-13
8c8f45b4,4.0706916055186296e-14
f8889f44,7.029202862677588e-15
598e255b,1.5403155179476543e-16
45f1aa7a,8.124694535129558e-18
022956a3,1.0436982216181063e-15
d406064d,4.9111016603918637e-17
76617947,9.458057901058693e-17
d0e5dccb,7.324410837567035e-19
33271da6,7.135011809698651e-18
0840e2b1,7.805139146592032e-16
521a9f4d,8.215681722445207e-15
7286b1dc,2.864545519512448e-16
5b6acc2d,1.8530830954657947e-17
e034cd34,2.847929380065279e-16
46577660,6.575190529501543e-17
bb4d6f24,1.0178373065042525e-17
bfc7a3f2,9.110444843928389e-18
abc66be8,2.335180241580009e-19
3627189f,7.618725935505319e-15
e49a77f6,1.2520281852218982e-17
a209d7ee,1.2084719974511834e-17
dee69cf6,2.2524042776818274e-19
9a6261a0,7.832870178104526e-18
a8e444c6,2.1606294295481616e-14
a6a66a28,1.1427232983082223e-17
db7022ff,1.5053683668532492e-13
0dfb45d9,7.367509015432579e-19
81c983aa,2.816284626202552e-17
a98fb5e1,1.8502303149692218e-16
99e004d7,1.5064424718636078e-17
d16e5fbb,1.0309982256788234e-18
3c352f9e,2.724228688448261e-16
12202699,2.62258078499032e-19
86af0236,9.832681052166814e-18
f3703e6f,4.484748288135902e-16
4a71dc34,3.572210908173527e-17
321edcdc,2.148924241545385e-18
e365a657,3.828959498503861e-17
45755c9c,9.240755568907543e-18
873b0829,1.7720597618494906e-17
72ccd009,1.6891319275908444e-17
205243d9,6.4810316504759584e-18
d9202f36,5.541327128024667e-16
9d0c30b0,1.1285820925595936e-19
56644ace,2.3798134348037257e-14
c63f527f,8.604600076550571e-17
bb84b9bd,1.0717353721612262e-14
6f68caf0,4.026394672877162e-16
8492119b,5.673690531472373e-15
71bde48d,2.6660282605490295e-17
d2d6e2ba,1.6731561127917555e-18
6f4b309c,2.3416027820486003e-19
b3cc5ba3,1.39326877850696e-17
fee39547,7.739378684940761e-16
4893137a,1.6980677281376832e-16
e283c4c4,2.935019306586628e-14
25bac62b,8.142251547028574e-19
8fd88dd6,5.46068995143506e-14
b48c104e,1.8711549404421592e-16
221d500b,2.642577855619274e-17
8f0de087,6.123383287784997e-15
32342e03,4.441426745655574e-20
a8da99d8,5.201899982585086e-17
93203755,1.6778685069747303e-16
d3c88528,3.7904210875905667e-16
0d7a17b3,5.437486712042802e-16
bd72f5ec,4.696212181000306e-16
e953c0fd,1.1687515288989383e-17
e730b6c6,5.241539470155362e-17
c086033a,2.1211448695978942e-17
a521d303,9.297541517959308e-18
b023957a,8.600231570299556e-18
3e0f04e8,1.2358436222962448e-15
60647cba,2.9469324438249336e-15
2f5c43a8,5.008269905203978e-17
b54ba69b,1.3797077313905819e-17
eac962ff,3.648879539115288e-19
7e2a3763,1.4401750477585146e-16
9362d863,8.370417040539108e-20
8f1b833c,1.9926441036869466e-19
79727ff5,9.526667032118893e-19
62614c75,5.197134429640045e-19
75a03adf,6.915388077876432e-17
cf138392,4.758983890205913e-18
bf467a96,6.043247221180942e-17
c8b34651,3.1446547946273976e-19
105a5c54,1.4973901381120725e-17
bf6de75c,1.0406597986310193e-17
060702c8,2.1062455165393734e-12
921bad2c,2.0311805407405044e-17
e0d17eb0,5.39129278333442e-20
9a3825c9,2.5666257678151855e-16
8eda717f,3.105529668641522e-19
78906e0c,5.350899298405324e-16
c60100ad,4.691612580338478e-15
90a72a52,5.759337659129061e-18
d80e4ed4,3.415379118394698e-19
339cd0d2,6.635481056693057e-19
d99de899,2.7724816801153553e-19
357e20d1,1.6045166655621055e-18
a4d190da,1.3040511621321342e-16
bd226217,1.5262180235245202e-18
476e2771,5.785279366627704e-17
4e483506,2.291692926935047e-18
f70ea081,7.04234373182129e-14
4645e56f,3.494482731245389e-17
e6d05940,8.325000980463973e-14
f8b3c6af,1.7560390600944616e-15
c89d6aad,2.6369187821765537e-17
0cb57f6e,9.694309271172572e-20
86a4be46,1.11770877755819e-18
75e62d7e,3.819489934851354e-18
ebc36374,5.70767989900288e-17
0ebcb731,2.079993163518973e-15
24d000c5,6.393008697972618e-16
f3c9a4f6,3.673097577993251e-18
1bc59730,4.826627825568356e-19
47ea0bff,1.1974734533020987e-15
cdeccfdd,2.839284146335941e-12
15e09a1d,1.9379146031861705e-17
00652788,2.7662637805403456e-12
23649c84,1.8363112330644578e-20
91188a77,1.1176101879689313e-19
eaca8580,1.45741812393555e-16
4ce9daeb,6.659324062221046e-17
d4220673,3.732721666444747e-17
b6a87aef,7.651531172275464e-20
8333ebed,9.247005745615993e-16
950a3453,2.9116791443184464e-14
7074f6c9,1.4244875674414464e-17
98a02caf,1.5824470690929812e-16
59c8d2b3,1.8750378040586352e-13
d99d13bd,3.833960169266214e-16
de86f1cf,3.029930449469304e-15
8f4b1985,2.143073162938879e-16
a7779b04,5.457281698312207e-19
2caeab11,4.1361756187769746e-18
16aeea7c,3.831169830979721e-15
b9d19ab9,3.5887256021903727e-16
29c5d2fd,2.244559489071867e-16
efcefa55,8.291773603772817e-17
099161c3,1.8907297924438673e-15
12b49195,5.579039152418797e-16
96a1ce13,6.822448049483443e-17
67964b4f,1.3986357537958726e-18
b61c605c,3.243612375861071e-18
bcfc0f16,5.854641756477836e-15
bf0cb956,1.6759135041104906e-13
12f6aa7d,8.12897718003299e-17
f36f3a0c,5.727634307791741e-18
83490492,1.2032923578914989e-17
e3b62b60,2.8723194073701793e-20
20b27d66,7.714992804912656e-18
25c3ce93,1.5013267237344368e-15
67a2ff0b,3.5653259993851175e-15
9b2d3c1a,1.1615386387095472e-12
8ad51f7d,5.2302140440805315e-17
14137b57,7.750276028504983e-17
9ea5aa79,6.569265530859125e-12
5ea1d2dd,2.78490403481102e-12
979c867e,1.8247044635899892e-14
7ea1e1b6,1.1953716278974514e-19
d65520ba,2.999340701612162e-15
765ad2e2,8.854128041877807e-18
d2957326,2.2493042584753598e-12
24349e24,3.0424459799960844e-18
fd8a2ae3,2.9152628249129936e-18
b282d98e,5.448467633936118e-17
3eaa7a61,3.5578225977265346e-17
16533dd4,1.3575144755557843e-17
4adb68d7,8.175383282946636e-15
565005b9,5.242899024210154e-17
51d86e0c,1.7991086051494245e-12
30635642,1.7807198465545533e-17
d9480a60,1.654970526345262e-17
b2647128,1.3584772724297654e-18
20478c55,1.1075278054916628e-16
caa0d105,4.1058079821491936e-16
474f4534,9.77896691574387e-14
d51e3867,6.289759368712871e-18
e5d1bba7,2.7129955757297907e-17
e7000b2a,3.2723585565085143e-18
78f06b79,8.678071747482634e-18
8a9f4bee,2.368202997693139e-18
3d716bbe,4.905633996542888e-17
6e1ddef1,1.5631118903576546e-14
9826f39a,2.6790716997279748e-14
3fdc82f7,2.250037674658234e-16
31f013c3,4.2175837204182914e-15
97a9df6d,2.9492881756273264e-19
10e65294,4.394952737210697e-16
0bdca1a5,1.0552313295836923e-16
374037fa,1.9023604441942635e-14
1d1a0cec,2.4230796898140402e-17
d415c5ad,5.483015659400008e-17
ced1306d,4.4258803029830276e-14
f43497f3,3.0540987214393027e-17
ffd13a9e,3.6237763549433477e-13
6f67148e,8.302340670662059e-18
be322b68,2.1040700750446766e-15
af209b44,2.8287172955658314e-19
69b53a4a,1.0100556214352722e-16
4c085180,3.336416457120386e-18
608cea18,4.2601481757100174e-20
f8bebbfd,2.2765481287986017e-19
ae16855d,2.2929282467336397e-16
dfc700b3,6.085449340758687e-15
e3bdd9ac,5.612271563662033e-17
87a8ea20,9.510290923941875e-19
3c3da9aa,2.899174079280776e-16
76c882d6,5.32357666250486e-16
9e429645,6.054881086362581e-16
7dc9c990,9.526237356458425e-14
f38d53ef,8.898503272127337e-14
e1785b6e,2.4732657301943675e-17
80c673fb,9.205195140548337e-16
a8b8c20b,3.01111424782076e-15
6a1ff150,2.0925348097920534e-16
2f68d4fe,5.2081119435492365e-18
c462ec65,3.313563772901261e-16
c374d5c4,3.752092499311452e-18
d20769b3,5.37333632449899e-13
c467fe4d,3.6795084758947205e-17
1356229e,7.905454449675441e-18
b1532127,5.407177921043798e-18
3777ee22,1.9419126053146557e-15
4ba6023f,4.466737614820197e-15
08504ae6,5.895006433952882e-14
5e0b4cc5,4.979824983735627e-18
249a0c1f,1.1347570692445813e-16
24b3497f,1.5539656524160043e-17
9edcf494,1.3260075796139457e-16
53297290,2.9495595942658204e-18
6d3a269e,4.779335564461529e-13
1b0d38fc,1.209205839003416e-16
02747427,2.1133922020248022e-16
38867253,3.395176934734012e-13
c392dbd0,1.0685612210778924e-18
8939734c,9.904075714932403e-14
097ba3af,7.354130630474968e-15
30f0f835,6.382861648583011e-19
bdab1bcf,1.7248196425027097e-18
1070a984,1.377100342294529e-16
c41b8a90,1.0584519572986674e-17
86a3b5cc,6.636228279546059e-15
d0a3719e,8.16343553911848e-18
b1a8067b,9.165477195930936e-20
911bc6aa,7.860442589462756e-17
67a2d0ac,3.27182011362853e-19
11447262,5.2686819130311875e-17
12fd1375,1.9052009334486783e-17
f2898538,1.5238460210794785e-16
0e7355e2,2.548759857724122e-17
bc2c87c8,6.879660360510143e-16
94001156,1.1367234264531301e-17
d5855224,2.1265344475970447e-15
a3c1a552,2.1834153569831312e-17
edcf54fa,1.2797795157466235e-17
a28b90eb,2.0252076349733815e-17
63cd028f,6.925704095449764e-19
dbc79657,6.5268065848037234e-18
