id,is_iceberg
5941774d,0.020000000000000018
4023181e,0.98
b20200e4,0.020000000000000018
e7f018bb,0.98
4371c8c3,0.1490992610369799
a8d9b1fd,0.020000000000000018
29e7727e,0.020000000000000018
92a51ffb,0.98
c769ac97,0.020000000000000018
aee0547d,0.020000000000000018
565b28ac,0.020000000000000018
e04e9775,0.98
8e8161d1,0.020000000000000018
4cf4d256,0.020000000000000018
139e5324,0.020000000000000018
f156976f,0.020000000000000018
68a117cc,0.020000000000000018
d9aa7a56,0.0242219684998893
9005b143,0.15117249076700662
5f6d3988,0.8601265610146596
9ad70954,0.020000000000000018
b9087b9e,0.29141472754150116
a39a1427,0.8187210988292684
82fbe8ed,0.028436625284823783
1fae4879,0.020000000000000018
6dd8f13d,0.020000000000000018
bbad5958,0.020000000000000018
54527583,0.020000000000000018
be8fa29c,0.020000000000000018
81a3328f,0.98
1a3c0ab3,0.020000000000000018
4deeeb8b,0.020000000000000018
ac6d5632,0.06004148876262339
472dadb5,0.020000000000000018
96093f95,0.8440818181122985
f5b4e3df,0.9018607070909573
e01a3c92,0.020000000000000018
001680af,0.05115692477300837
8e639f33,0.020000000000000018
a2c16612,0.9237677923090567
a6d76474,0.020000000000000018
19c47684,0.0660743036270852
015827b6,0.91168616444313
7df7f7ce,0.020000000000000018
0bbf1a3f,0.15622638889361357
636cfbb7,0.724740629972318
7370030a,0.98
43aa97ad,0.020000000000000018
ba2b5e63,0.98
dfdd335b,0.98
e79b13dc,0.020000000000000018
dc32b195,0.020000000000000018
6d868590,0.98
75fa59aa,0.020000000000000018
ffe50836,0.029757005716795112
a7bfd784,0.98
b3d569e3,0.020000000000000018
6c538c5b,0.020000000000000018
5c7c15f4,0.98
0b745139,0.9342846595081631
fd14608e,0.02893300018185272
f0bc8305,0.020000000000000018
a10ccb28,0.98
543304c7,0.9689398970588826
6c3a4078,0.020000000000000018
9b73cc75,0.020000000000000018
5c6c71b1,0.020000000000000018
09ee9186,0.9687599447135924
207c35cf,0.020000000000000018
153c813e,0.98
5605d58b,0.9504493331934214
642ca396,0.020000000000000018
d32d72c0,0.6478432680916789
16646a17,0.98
384074af,0.4688160099228857
69bf1e8c,0.020000000000000018
9e90a054,0.03773120315417367
89dbe7f7,0.98
dbd27d22,0.5695688975916283
a2ea1561,0.9783030948099558
d63402af,0.5153532793420479
1ac8bb92,0.98
8beffca5,0.020000000000000018
46741f3e,0.028637603802341774
e5ee6aa7,0.04668270939263215
5ecd892b,0.8754517299932567
69892166,0.07117780346508415
2f725a81,0.020000000000000018
810abfe4,0.020000000000000018
e6f973e6,0.309838557533218
c60a5c46,0.020000000000000018
c42b9e08,0.038345622650124325
c3f00c23,0.98
5307fdb8,0.98
3e4f005e,0.020000000000000018
4a4cc2e0,0.9531737973019662
9bdd88d1,0.020000000000000018
0d832bed,0.020000000000000018
14a134fa,0.020000000000000018
78a41676,0.020000000000000018
0bd4658e,0.020000000000000018
4a311bb0,0.020000000000000018
f939c817,0.023926639071186234
956adc4d,0.98
f8a119f5,0.783661747268617
61faa1ad,0.98
6725eb3e,0.04817679405890088
17b3a8fd,0.020000000000000018
49a88dfc,0.020000000000000018
2d6ec645,0.020000000000000018
0d4d77ba,0.04729567904201533
3ee672a2,0.98
738b41fd,0.4285123204895323
